"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"ALC188","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.333","1.782","0.668","0.487","1.147","0.244","0.268","0.617","0.107","0.107","0.354"
"GRC474","2008.0","FA","09/02/2008 09:00:00","12/02/2008 08:00:00","0.292","0.738","0.154","0.652","0.795","0.271","0.166","0.039","0.022","0.023","0.014"
"PAL190","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.707","1.853","0.726","1.221","1.928","0.602","0.792","0.172","0.08","0.112","0.023"
"VIN140","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","8.791","3.681","2.204","1.744","3.921","1.473","0.889","0.171","0.117","0.077","0.053"
"CAN407","2005.0","FA","08/30/2005 09:00:00","11/29/2005 08:00:00","0.598","0.768","0.215","0.941","1.141","0.262","0.157","0.065","0.026","0.058","0.033"
"BAS601","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.553","0.707","0.256","0.425","0.674","0.261","0.144","0.037","0.026","0.029","0.016"
"ASH235","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","1.006","1.543","0.393","0.277","0.666","0.41","0.254","0.148","0.049","0.274",""
"QAK172","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","9.866","3.488","0.778","2.306","3.048","1.126","0.43","0.087","0.084","0.063","0.036"
"DCP114","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","4.881","6.273","0.452","2.494","2.906","2.158","0.374","0.055","0.085","0.099","0.032"
"ALC188","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.925","1.532","0.447","0.632","1.069","0.377","0.289","0.375","0.067","0.087","0.363"
"KIC003","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.286","0.863","0.841","0.289","1.126","0.261","1.971","0.061","0.055","0.08","0.04"
"SHN418","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.849","0.806","0.702","0.523","1.216","0.407","0.099","0.07","0.017","0.029","0.043"
"NCS415","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","0.149","0.639","0.122","0.146","0.265","0.229","0.021","0.048","0.01","0.045",""
"DCP114","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","7.106","3.991","1.492","2.782","4.23","1.676","0.26","0.111","0.055","0.065",""
"ROM406","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","","","","","","","","","","",""
"ARE128","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","8.303","4.765","1.757","2.735","4.448","1.977","0.28","0.165","0.052","0.066","0.068"
"CHE185","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.971","2.47","0.682","0.781","1.45","0.915","0.251","0.072","0.029","0.1","0.044"
"MCK131","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","6.219","3.812","1.326","2.084","3.377","1.465","0.317","0.122","0.056","0.078","0.042"
"SHN418","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","4.471","3.486","0.733","1.535","2.244","1.259","0.192","0.121","0.04","0.046","0.031"
"LRL117","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","1.779","1.926","0.48","1.043","1.507","0.643","0.249","0.103","0.033","0.046","0.03"
"COW137","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","0.953","2.878","0.083","0.463","0.538","0.942","0.054","0.028","0.012","0.056","0.033"
"QAK172","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","19.304","5.772","0.712","2.559","3.23","1.671","0.422","0.04","0.074","0.066","0.034"
"VII423","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","0.433","1.991","1.047","0.063","1.109","0.246","0.351","2.707","0.384","0.183",""
"GRB411","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.154","0.645","0.196","0.542","0.73","0.251","0.268","0.077","0.03","0.038","0.028"
"ALH157","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","3.752","3.044","1.857","1.241","3.078","1.172","0.933","0.066","0.096","0.116","0.049"
"PIN414","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","0.325","0.597","1.181","1.247","2.409","0.316","","","","",""
"DEN417","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.202","0.327","0.069","0.041","0.109","0.113","0.033","0.059","0.013","0.016","0.064"
"ESP127","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.788","1.338","0.806","0.802","1.596","0.579","0.154","0.142","0.026","0.047","0.092"
"CHE185","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","2.265","2.577","3.934","0.946","4.865","1.864","0.446","0.076","0.034","0.069",""
"PND165","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","0.278","0.56","0.204","0.285","0.485","0.19","0.133","0.039","0.018","0.02",""
"VIN140","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","7.505","8.997","0.804","2.362","3.128","2.599","1.531","0.053","0.129","0.127","0.04"
"WNC429","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.21","0.612","0.172","0.563","0.726","0.255","0.329","0.016","0.031","0.049","0.015"
"CAT175","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","9.793","2.356","0.625","2.618","3.201","0.875","0.077","0.106","0.015","0.026",""
"COW137","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","2.318","1.676","0.254","0.869","1.109","0.621","0.079","0.046","0.012","0.045",""
"MOR409","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","0.133","0.237","0.114","0.08","0.193","0.073","0.013","0.114","0.014","0.019","0.152"
"UVL124","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","4.765","3.143","2.486","1.886","4.342","1.383","","","","",""
"BFT142","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","2.914","3.355","1.246","1.045","2.274","0.761","","","","",""
"GAS153","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.718","1.112","0.501","0.876","1.363","0.395","0.167","0.228","0.045","0.073","0.08"
"ROM206","2008.0","SP","03/04/2008 09:00:00","06/03/2008 08:00:00","0.28","0.795","0.358","0.39","0.742","0.286","0.228","0.065","0.034","0.031","0.028"
"ALH157","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","5.464","4.119","2.58","1.684","4.237","1.834","0.71","0.052","0.083","0.09",""
"CDZ171","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","9.421","5.047","1.251","3.031","4.234","1.662","","","","",""
"EGB181","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","2.514","3.959","0.891","1.788","2.65","1.354","0.694","0.035","0.081","0.069",""
"SUM156","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","0.574","1.754","0.569","0.362","0.925","0.401","0.088","0.701","0.089","0.102","0.604"
"SPD111","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","1.797","4.942","0.162","1.183","1.326","1.506","0.614","0.057","0.052","0.102","0.034"
"EGB181","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","","","","","","","","","","",""
"KEF112","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.905","1.194","1.633","0.447","2.073","0.795","0.124","0.101","0.029","0.038","0.071"
"WNC429","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.257","0.847","0.318","0.441","0.752","0.312","0.22","0.027","0.026","0.025","0.015"
"EVE419","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","1.147","2.395","1.523","0.651","2.164","0.391","","","","",""
"BVL130","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","3.778","1.821","4.001","0.526","4.518","1.624","0.372","0.191","0.066","0.048","0.189"
"CDR119","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","0.766","1.934","0.177","0.387","0.558","0.726","0.105","0.031","0.016","0.056","0.034"
"PAR107","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","1.336","2.39","0.272","0.514","0.777","0.738","0.339","0.043","0.03","0.085","0.033"
"EVE419","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","","","","","","","","","","",""
"SAL133","2001.0","WI","11/28/2000 09:00:00","02/27/2001 08:00:00","13.187","3.648","6.389","1.337","7.705","2.972","0.232","0.157","0.057","0.081",""
"GRB411","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.119","0.203","0.092","0.122","0.212","0.088","0.056","0.02","0.007","0.008","0.017"
"DIN431","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.353","0.467","0.274","0.426","0.694","0.166","0.318","0.044","0.043","0.028","0.018"
"CAD150","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","1.113","3.188","0.403","1.323","1.705","0.979","0.164","0.253","0.045","0.094",""
"SHN418","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.937","1.508","0.475","0.696","1.16","0.571","0.158","0.05","0.024","0.039","0.033"
"WST109","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.154","0.329","0.096","0.116","0.21","0.123","0.028","0.039","0.009","0.039","0.049"
"WNC429","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","","","","","","","","","","",""
"THR422","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","1.269","0.857","0.986","0.409","1.388","0.448","0.194","0.098","0.031","0.025","0.087"
"MEV405","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.165","0.389","0.252","0.304","0.551","0.138","0.262","0.057","0.033","0.033","0.03"
"COW137","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.809","1.509","0.137","0.424","0.554","0.555","0.042","0.028","0.008","0.068","0.034"
"ASH135","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","0.868","1.769","0.24","0.407","0.64","0.523","0.102","0.121","0.025","0.125",""
"THR422","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","1.553","0.979","0.929","0.489","1.409","0.505","0.123","0.064","0.024","0.026","0.024"
"ARE128","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","4.735","2.187","3.132","1.076","4.191","1.507","0.235","0.293","0.033","0.071","0.251"
"KIC003","2016.0","FA","08/30/2016 09:00:00","11/29/2016 08:00:00","0.587","1.237","1.173","0.4","1.567","0.337","2.387","0.073","0.065","0.103","0.065"
"CND125","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","0.648","1.541","0.541","0.751","1.28","0.477","0.129","0.339","0.061","0.079","0.188"
"KNZ184","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","0.596","1.201","0.795","0.525","1.312","0.372","1.743","0.075","0.057","0.078","0.033"
"CAD150","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","1.13","3.224","0.34","1.314","1.633","0.765","0.25","0.345","0.068","0.107","0.059"
"CNT169","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.3","0.189","0.053","0.213","0.263","0.068","0.017","0.006","0.004","0.006","0.013"
"CAD150","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.382","1.157","0.389","0.428","0.81","0.347","0.147","0.181","0.038","0.078","0.052"
"GAS153","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.879","1.929","0.453","0.906","1.345","0.587","0.145","0.282","0.05","0.074","0.103"
"MCK231","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","2.152","2.89","0.701","1.278","1.959","1.069","0.219","0.148","0.042","0.079","0.04"
"ASH135","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","0.923","1.57","0.22","0.418","0.631","0.48","0.116","0.106","0.026","0.119",""
"CON186","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.221","0.639","0.774","1.39","2.142","0.306","0.168","0.134","0.037","0.052","0.054"
"OXF122","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","10.76","3.987","2.155","2.967","5.074","1.764","","","","",""
"ANA115","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.446","1.002","0.284","0.768","1.039","0.343","0.305","0.026","0.069","0.092","0.032"
"MAC426","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","2.403","2.156","1.063","1.156","2.2","0.917","0.352","0.063","0.047","0.08","0.043"
"CDZ171","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","0.904","1.369","0.468","1.019","1.471","0.509","0.23","0.094","0.035","0.063","0.034"
"ANA115","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","5.645","2.936","2.85","1.582","4.407","1.619","0.168","0.215","0.048","0.054","0.092"
"WNC429","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","0.467","1.09","0.221","1.355","1.554","0.399","0.312","0.023","0.035","0.07","0.014"
"GLR468","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","0.381","0.819","0.127","0.329","0.45","0.258","0.097","0.041","0.022","0.033","0.017"
"PIN414","2003.0","SU","06/03/2003 09:00:00","09/02/2003 08:00:00","0.602","1.452","1.085","1.317","2.381","0.324","0.162","0.598","0.099","0.077",""
"CHE185","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","","","","","","","","","","",""
"CAT175","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","5.226","1.644","0.454","1.636","2.063","0.551","0.072","0.12","0.015","0.025","0.06"
"ASH135","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","0.507","2.155","0.118","0.479","0.589","0.632","","","","",""
"ESP127","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","2.608","4.605","0.215","1.316","1.511","1.537","0.182","0.07","0.028","0.082","0.033"
"CHA467","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","0.588","0.839","0.42","0.465","0.878","0.311","0.332","0.146","0.046","0.057",""
"ABT147","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","8.466","2.183","1.431","1.671","3.076","0.935","","","","",""
"ABT147","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.37","0.692","0.585","0.678","1.252","0.25","0.116","0.239","0.043","0.052","0.173"
"GTH161","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.117","0.404","0.105","0.214","0.316","0.169","0.131","0.022","0.024","0.04","0.014"
"HOW132","1999.0","WI","12/01/1998 09:00:00","03/02/1999 08:00:00","2.327","1.173","0.405","0.558","0.954","0.408","","","","",""
"DCP114","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","3.776","2.565","3.252","0.716","3.957","1.752","0.188","0.143","0.04","0.057","0.136"
"GLR468","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.111","0.359","0.09","0.173","0.26","0.121","0.233","0.02","0.048","0.063","0.015"
"NIC001","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.196","0.59","0.221","0.311","0.527","0.221","0.132","0.041","0.021","0.034","0.024"
"ALH157","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","7.277","2.937","4.644","0.892","5.521","2.185","0.373","0.127","0.045","0.055","0.139"
"JOT403","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.407","0.765","0.737","1.428","2.142","0.262","0.269","0.223","0.049","0.043","0.048"
"MKG113","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.704","1.526","0.199","1.012","1.196","0.511","0.234","0.037","0.035","0.09","0.032"
"DUK008","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.482","1.06","0.469","0.879","1.334","0.343","0.121","0.238","0.046","0.075","0.117"
"GRS420","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.411","1.35","0.187","0.903","1.076","0.372","0.17","0.106","0.038","0.061","0.018"
"KNZ184","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","0.971","2.699","1.94","1.132","3.053","0.952","1.05","0.122","0.056","0.084","0.051"
"ARE128","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","3.115","2.279","0.905","1.098","1.985","0.886","0.189","0.18","0.045","0.083","0.094"
"PND165","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.274","0.427","0.133","0.331","0.458","0.21","0.123","0.035","0.018","0.04","0.013"
"CAT175","2017.0","SP","02/28/2017 09:00:00","05/30/2017 08:00:00","0.67","0.686","0.495","0.59","1.075","0.312","0.127","0.074","0.023","0.043","0.054"
"CDR119","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","2.543","7.03","0.059","1.181","1.221","2.049","0.148","0.037","0.021","0.077",""
"WSP144","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","1.148","1.552","1.023","1.35","2.352","0.593","0.222","0.275","0.062","0.056","0.106"
"PET427","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.936","0.926","0.353","1.29","1.622","0.327","0.358","0.085","0.04","0.059","0.04"
"MOR409","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.124","0.196","0.058","0.055","0.112","0.061","0.012","0.072","0.011","0.016","0.115"
"EGB181","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.495","0.7","0.836","0.362","1.192","0.394","0.24","0.057","0.035","0.04","0.076"
"MCK131","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.44","1.188","0.917","0.656","1.562","0.606","0.198","0.054","0.031","0.065","0.05"
"OXF122","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","1.018","1.386","0.879","0.944","1.809","0.591","0.307","0.057","0.06","0.076","0.035"
"PSU106","2015.0","SP","03/03/2015 09:00:00","06/02/2015 08:00:00","2.266","1.836","0.969","1.028","1.98","0.819","0.296","0.104","0.049","0.049","0.04"
"MAC426","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","4.96","3.969","0.615","1.479","2.07","1.419","0.199","0.034","0.026","0.064","0.038"
"YOS404","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","0.135","0.207","0.237","0.313","0.545","0.129","0.043","0.03","0.007","0.017","0.015"
"YOS404","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.182","0.555","0.292","0.302","0.589","0.198","0.08","0.094","0.024","0.037","0.025"
"SND152","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.852","1.981","0.696","0.755","1.44","0.765","0.234","0.119","0.036","0.085","0.063"
"EVE419","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","0.869","2.594","0.836","0.452","1.281","0.369","0.276","1.021","0.157","0.116","0.895"
"YEL408","2016.0","SU","05/31/2016 09:00:00","08/30/2016 08:00:00","0.66","0.295","0.123","0.211","0.331","0.141","0.14","0.029","0.02","0.055","0.017"
"KEF112","2007.0","FA","09/04/2007 09:00:00","12/04/2007 08:00:00","7.283","3.622","0.367","1.333","1.679","1.177","0.141","0.068","0.031","0.054","0.033"
"EGB181","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","1.412","1.736","1.207","1.116","2.305","0.79","0.5","0.08","0.07","0.054","0.071"
"YOS404","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","0.871","1.219","0.48","1.666","2.119","0.471","","","","",""
"YEL408","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.435","0.436","0.106","0.239","0.342","0.191","0.101","0.027","0.016","0.035","0.013"
"GRS420","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","","","","","","","","","","",""
"CHE185","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.349","1.056","0.468","0.593","1.052","0.371","0.255","0.117","0.033","0.075","0.056"
"BBE401","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.611","1.804","0.299","0.49","0.781","0.563","0.309","0.079","0.023","0.042","0.017"
"GLR468","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.205","0.81","0.137","0.281","0.413","0.275","0.103","0.044","0.022","0.031","0.018"
"WSP144","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","4.03","5.597","0.189","2.68","2.827","1.793","0.192","0.124","0.052","0.089","0.033"
"KNZ184","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.337","1.369","0.719","0.657","1.366","0.338","1.886","0.079","0.061","0.089","0.023"
"DUK008","2018.0","WI","11/28/2017 09:00:00","02/27/2018 08:00:00","0.854","1.005","0.917","1.076","1.976","0.432","0.105","0.229","0.033","0.069","0.116"
"LRL117","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","8.167","2.728","0.886","1.678","2.537","1.046","0.112","0.121","0.017","0.075","0.048"
"MCK231","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","1.909","4.425","0.365","1.549","1.889","1.558","0.28","0.073","0.046","0.099","0.033"
"HOX148","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.386","0.887","2.039","0.312","2.346","0.849","0.099","0.065","0.024","0.039","0.056"
"SHN418","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","1.464","4.169","0.221","1.181","1.383","1.433","0.183","0.068","0.033","0.054","0.031"
"WNC429","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","0.259","0.775","0.186","0.771","0.945","0.296","0.288","0.023","0.029","0.048","0.014"
